"ID", "Name", "Type", "Journal", "InternalName", "Zone", "ZoneID"
3330, "Retaking Camlorn", 0, "I returned from the past with the knowledge we need to defeat Faolchu. Fire weakens him and makes him vulnerable.", "Retaking Camlorn", "Glenumbra", 3
3305, "The Oldest Orc", 0, "I discovered an Orc imprisoned in the dungeons below Salas En. He claims to have lived there for centuries, kept alive by Aldmeri enchantment. The stones of his prison glow with mysterious energies.", "The Oldest Orc", "", 0
4390, "Unbridled Wealth", 0, "<<1>>, a traveling Argonian merchant, lost her guar and a valuable ruby to crocodiles in the swamp. She's too hurt to round them up, so she asked me to search for the ruby and her favorite guar, <<2>>.", "Q4390 Unbridled Wealth", "", 0
3863, "Taking the Tower", 0, "<<1>> turned up again in Ebonheart looking to collaborate on another \"business venture.\" He wants me to procure a bottle of <<2>> from an innkeeper.", "Taking the Tower", "", 0
4509, "Harvest Time", 0, "Produce around Cropsford is not being harvested. It's going to go bad unless something's done soon.", "Harvest Time", "", 0
4150, "Sleeping on the Job", 0, "Something is definitely happening at Fort Amol. Groups of high-ranking Nords, Argonians, and Dark Elves are on hand, and the guards are turning travelers away from the inn. I should try to figure out what's going on.", "Sleeping on the Job", "Glenumbra", 3
3314, "The Corpse Horde", 0, "I encountered an injured Lion Guard knight named Sir Malik Nasir in Merovec's Folly. He wants to stop the Bloodthorn cultists from desecrating the dead Lion Guard soldiers.", "The Corpse Horde", "", 0
3315, "The Hidden Treasure", 0, "I encountered the spirit of Richard Dusant, who died searching for the hidden treasure of Dresan Keep. He wants me to finish his search for the Keep's ancient secrets.", "The Hidden Treasure", "", 0
6244, "The Remnant of Argon", 0, "Kassandra, having evaded Jaxsik-Orrn and Xukas, entered a second xanmeer called Vakka-Bok. Famia and I must enter this vast ruin and prevent Kassandra from acquiring the Remnant of Argon.", "Q6244 MMQ7", "", 0
3810, "Motive for Heresy", 0, "With Vox's wards shattered, the path to her lair is open. Aspera the Forgotten suggests this creates an opportunity to defeat Vox, but I'm not sure I can trust this strange projection.", "Motive for Heresy", "Deshaan", 57
4379, "Lover's Torment", 5, "Alanwe lives a tortured existence in the Crypt of Hearts. Her soul has been shattered, and the pieces strewn throughout the Crypt. I have promised to help her.", "Q4379-Lover's Torment", "", 0
3335, "The Charge of Evermore", 0, "Soldiers from Evermore were defeated at Murcien's Hamlet by a Reachman attack.", "The Charge of Evermore", "Glenumbra", 3
4276, "The Troubleshooter", 0, "", "The Troubleshooter", "", 0
3818, "A Saint Asunder", 0, "The Shrine of Saint Veloth has been desecrated by Magistrix Vox. This Daedric attack has left the spirit of Veloth in a weakened state.", "A Saint Asunder", "Glenumbra", 3
3343, "Crosswych Reclaimed", 0, "<<1>> says the Crosswych resistance has gained enough momentum. It's time to deal with the Red Rooks' leader, <<2>> himself.", "Crosswych Reclaimed", "", 0
4774, "The Citadel Must Fall", 0, "King Dynar has devised a two-pronged attack to take control of the Reaver Citadel. It utilizes the old Fighters and Mages Guilds' halls located in this ancient Nirn city.", "The Citadel Must Fall", "Coldharbour", 347
3367, "The Nature of Fate: Part Two", 0, "A Redguard named Hadoon believes ones fate is not predetermined. He believes one can break from destiny but needs help proving his theory.", "Q3367 The Nature of Fate II", "", 0
5340, "Blood and the Sacred Words", 0, "The Vosh Rakh attacked Fharun Stronghold, killing people in Trinimac's name. A dying archivist claimed they sought a secret sanctuary and the sacred words of Malacath that are hidden within.", "Q5340 Blood and Faith", "", 0
3742, "Geoffroi's Shattered Pride", 0, "Lord Geoffroi Stictal wants the shards of his Crystal of Power back so his wizard can repair it.", "Geoffroi's Shattered Pride", "", 0
4977, "Ancient Stones, Ancient Words", 0, "", "Q4977 Ancient Words", "", 0
3379, "Angof the Gravesinger", 0, "Darien discovered that we need three shard-keys to open the three locks that protect Angof's inner sanctum.", "Angof the Gravesinger", "Glenumbra", 3
5599, "Questions of Faith", 3, "Hildegard never returned to the Sanctuary after going out to pray for Tanek. Kor asked me to help him find her.", "DB3 Questions of Faith", "Glenumbra", 3
3730, "Whispers of the Wisps", 0, "<<1>> is plagued by wisps. They're stealing away travelers at the gravesite. No one is sure what caused their sudden aggression.", "Whispers of the Wisps", "", 0
3383, "Badwater Mine", 0, "I met a miner named Samsi at the Badwater mine. She tells me that the mine is collapsing and her partner is trapped inside. I told her I would go in and find her partner. If he's dead, she still needs his supply pack.", "Q3383 Badwater Mine", "", 0
5053, "The Lost Patrol", 0, "In the tangled paths of <<1>>, I found the bodies of a Lion Guard officer and his patrol.", "Q5053 The Lost Patrol", "Glenumbra", 3
5232, "Kill Enemy Sorcerers", 7, "Grand Warlord Sorcalin has authorized a reward for any Dominion soldier who slays 20 enemy Sorcerers.", "AvA-DOM-Kill 20 Sorcerers", "", 0
4601, "Right of Theft", 0, "The Shade of Prince Naemon and the Veiled Heritance have somehow raised the infamous warriors of the Blackroot Clan from the dead.", "Q4601 Dread Vullain", "", 0
3389, "Capture the Farm", 7, "", "Capture the Farm", "", 0
4292, "A Ritual in Smokefrost Peaks", 0, "The Worm Cult is performing a ritual at an altar somewhere in the Smokefrost Peaks.", "A Ritual in Smokefrost Peaks", "", 0
3391, "Capture the Lumbermill", 7, "", "Capture the Lumbermill", "", 0
3393, "Kill Thirty Enemy Players", 10, "", "Kill Thirty Enemy Players", "", 0
6016, "A Masterful Weapon", 4, "", "Legend Q6016-MASTER WEAPONS", "", 0
4301, "Relic Rescue", 0, "Torinaan's strange little relic-keeper worries the holy relics will be corrupted by Daedric energies.", "Q4301 Relic Rescue", "", 0
3394, "Kill Thirty Ebonheart Players", 10, "", "Kill Thirty Ebonheart Players", "", 0
3395, "Kill Thirty Daggerfall Players", 10, "", "Kill Thirty Daggerfall Players", "", 0
5260, "Pledge: Spindleclutch I", 5, "Maj al-Ragath of the Undaunted has challenged me to explore the cavern called Spindleclutch beneath Glenumbra.", "Q5260 Pledge Spindleclutch I", "", 0
3396, "Scout the Farm", 7, "", "Scout the Farm", "", 0
4737, "The Waking Dreamer", 5, "I found the journal of Graccus, an Imperial who destroyed a Bosmer village to find a treasure buried below.", "Q4737 Waking Dreamer", "", 0
5646, "Crime Spree", 3, "Rumors are floating around that the Thieves Guild isn't a threat anymore. The Thieves Guild wants to quash the rumors with a series of conspicuous thefts.", "TG Rep Loot Safeboxes 25+", "", 0
3403, "Kill an Enemy Guard", 7, "", "Kill an Enemy Guard", "", 0
3404, "Kill a Daggerfall Guard", 7, "", "Kill a Daggerfall Guard", "", 0
3405, "Kill an Ebonheart Guard", 7, "", "Kill an Ebonheart Guard", "", 0
5771, "Dawn of the Exalted Viper", 0, "I met Titus Valerius in Belkarth. He was hoping to find Kelmen to assist him and the Thief with a ritual to locate a magical disturbance near Skyreach, but the mage is nowhere to be found.", "NCL Dawn of the Exalted Vip", "", 0
3406, "Kill Ten Enemy Players", 7, "", "Kill Ten Enemy Players", "", 0
3412, "A Dangerous Dream", 0, "A Lion Guard patrol on its way from Daggerfall to Wayrest was attacked by Daedric Cultists who referred to themselves as 'Supernal Dreamers'. The cultists kidnapped the guard captain.", "A Dangerous Dream", "Glenumbra", 3
3414, "Legacy of Baelborne Rock", 0, "<<1>> just learned that he inherited an estate. Unfortunately, the estate appears to be haunted and is overrun by imps.", "Legacy of Baelborne Rock", "", 0
5141, "DEPRECATED", 0, "", "DEPRECATED", "", 0
3782, "JB - Generic Wave Event - Surv", 0, "", "JB - Generic Wave Event - Surv", "", 0
3419, "Kill Ten Enemy players", 7, "", "Kill Ten Enemy players", "", 0
3436, "Foul Deeds in the Deep", 5, "I found <<1>> within the tunnels of <<2>>. She claims she and her husband, <<3>>, were kidnapped by the Oathbound, at the behest of an Orc named <<4>>. She managed to escape, but needs help rescuing her husband.", "Foul Deeds in the Deep", "", 0
6341, "Skeleton Demonstration", 0, "Zahari asked me to help train new recruits for the Khajiit Defense Legion to fight enemies they may not have encountered in training.", "EQTR3 Training", "", 0
5823, "Madness in Grahtwood", 3, "<<1>> of the Mages Guild wants me to recover a dangerous relic from Grahtwood.", "Q5823 MG Daily Grahtwood", "", 0
3442, "Capture Balfiera Lumbermill", 7, "", "Capture Balfiera Lumbermill", "", 0
4630, "Regret", 0, "I found a note on the body of an Ebonheart Pact soldier. It mentions an egg brother named Bosekus in the town of Cropsford.", "CYR-CRO-Regret", "", 0
3794, "Divine Favor", 0, "<<1>> knows his monks cannot defend <<2>> against a determined assault from the Kasgesh Ashlanders. He's asked me to appeal to the Tribunal for aid.", "Divine Favor", "", 0
3447, "Scout the Farm", 7, "", "Scout the Farm", "", 0
3450, "Scout Fort Balfiera", 7, "", "Scout Fort Balfiera", "", 0
3451, "Kill a Daggerfall Player", 7, "", "Kill a Daggerfall Player", "", 0
4802, "To Moonmont", 0, "A mysterious Khajiit named Hunal spoke to me outside of the city of Dune. He told me some important task awaits me at the temple known as Moonmont.", "Q4802 To Moonmont", "Reaper's March", 382
3452, "Kill an Enemy Guard", 7, "", "Kill an Enemy Guard", "", 0
4295, "The Wayward Dagger", 0, "A Covenant officer and her husband attempted to defect to the Aldmeri Dominion. Covenant troops pursued the Orc couple all the way to Auridon, and they've taken North Beacon in an attempt to capture the Orcs.", "Q4295 The Wayward Dagger", "", 0
6236, "Grave Expectations", 0, "Bolu of the Dead-Water tribe, which calls itself the Naga-Kur, wants me to go to Bok-Xul and accomplish the task he set before me.", "Q6236 MMGB1DQ2 Carrion Call", "", 0
6041, "Enchanted Accumulation", 0, "<<1>> requested I gather a magical substance from the runestones in Clockwork City. I'll also need to collect a special crystal that causes the residue to glow.", "CC-BF Repeatable Runes", "", 0
3802, "What Happened at Murkwater", 0, "<<1>> wants me to take word of our accomplishments to Hissmir.", "SN V Murkwater to Hissmir", "", 0
5682, "Contract: Shadowfen", 3, "I accepted one of the Dark Brotherhood's murder-for-hire contracts. There are no stipulations regarding methods or timing, so I may execute the target at my discretion.", "DB-CON SFN-MT Mudtree Village", "", 0
3455, "Kill a Daggerfall Guard", 7, "", "Kill a Daggerfall Guard", "", 0
3458, "Capture the Lumbermill", 7, "", "Capture the Lumbermill", "", 0
4667, "Dark Knowledge", 0, "A spirit named <<1>> warned me of dark knowledge sealed in three forbidden tomes. She asked me to find all three and destroy them in a shrine on <<2>>.", "Q4667 Dark Knowledge", "Glenumbra", 3
3460, "Kill Thirty Enemy Players", 10, "", "Kill Thirty Enemy Players", "", 0
3611, "Burning Revenge", 0, "", "Burning Revenge", "Glenumbra", 3
4578, "Over the Edge", 0, "An associate of Cariel's stopped me outside of Arenthia to ask for help. She's lost some critical supplies and letters, and wants my help in retrieving them.", "Over the Edge", "", 0
4615, "Lost in the Mist", 0, "Destroying the cursed skull held by the Shademist vampires has cleared the moors of corruption, but Thorinor says his wife was among the missing and never returned.", "Q4615 Lost in the Mist", "", 0
3462, "Kill Thirty Aldmeri Players", 10, "", "Kill Thirty Aldmeri Players", "", 0
3631, "Recovering the Guar", 0, "The herd of guar at the sulfur pools stampeded during the Covenant attack. Now they're scattered. If I can calm them and fit them with the proper harnesses, the animals should return to the stable on their own.", "Recovering the Guar", "", 0
3466, "Scout Fort Balfiera", 7, "", "Scout Fort Balfiera", "", 0
3468, "Kill an Ebonheart Player", 7, "", "Kill an Ebonheart Player", "", 0
5835, "If the Spell Fits", 0, "A naked Nord stands frozen in place in the wilds of Vvardenfell. He claims a Dark Elf witch cast a spell on him, and only she can remove it. He asked me to find her and get her to set him free.", "Q5835 NakedNord2", "", 0
3470, "Kill an Ebonheart Guard", 7, "", "Kill an Ebonheart Guard", "", 0
6000, "To Tel Fyr", 1, "I met an apprentice to Divayth Fyr in Vivec City, she mentioned an incident at her master's tower involving some kind of rift.", "Q6000 HoF Vector", "", 0
3639, "Restoring Order", 0, "A strong Covenant raiding force landed west of Ebonheart. The citizens are too busy with their own internal squabbles to unite against invaders. <<1>> fears the town may fall to Alexandra Conele's forces.", "Restoring Order", "", 0
4285, "A Father's Promise", 0, "Drublog Orcs attacked the village of Tanglehaven. <<1>> said the survivors barely managed to fend them off. After the massacre, the surviving Tanglehaven militia chased the Drublog into the forest-including <<2>>, <<1>>'s daughter.", "Q4285-MT-AFathersPromise", "", 0
5855, "Fish Boon Feast", 12, "<<1>>, a New Life Herald in Eastmarch, spoke of <<2>>'s New Life Festival in Shadowfen.", "Event - New Life Argonian", "", 0
3474, "Scout Kingscrest Farm", 7, "I accepted a mission to scout Kingscrest Farm for the Pact.", "Scout Kingscrest Farm", "", 0
3476, "Scout Blue Road Farm", 7, "I accepted a mission to scout Blue Road Farm for the Pact.", "Scout Blue Road Farm", "", 0
3627, "Kinsman's Revenge", 0, "<<1>> has been taken captive by the Goblins, and Fafnyr was wounded in the fighting. The Nord warrior seeks revenge against the hated Goblins and their spider allies.", "Kinsman's Revenge", "", 0
3478, "Scout Alessia Farm", 7, "I accepted a mission to scout Alessia Farm for the Pact.", "Scout Alessia Farm", "", 0
4872, "Bounty: Goblins", 0, "I accepted a Fighters Guild contract in Cyrodiil.", "CYR-DOM-FG-Kill Goblins", "", 0
3647, "Shattering Mirror", 0, "Ra'shadda, the Khajiiti shaman who summoned the monster, didn't leave the plantation. Ruvali speculates that he wanted to stay behind to watch the monster tear them apart.", "Shattering Mirror", "", 0
3482, "Trapped in the Bluffs", 0, "<<1>> tells me his son, <<2>>, has gone missing somewhere in the oasis near Bergama.", "Trapped in the Bluffs", "", 0
3497, "Wave Event Template Quest", 0, "", "Wave Event Template Quest", "", 0
3509, "Vines and Villains", 0, "A Red Rook messenger was captured near the Dwynnarth Ruins Lion Guard camp while he was on his way to a secret meeting between the Red Rooks and the Bloodthorn cult.", "Vines and Villains", "", 0
5366, "Group Layering Test", 0, "", "CCTest Group Layering", "", 0
3695, "Aggressive Negotiations", 0, "Tanval Indoril has fled towards the Tormented Spire with the Coral Heart in hand. He wants to unleash Sadal, the Brother of Strife, from his imprisonment. Kragenmoor's <<1>> is the only one who can allow me access to the mountain.", "Aggressive Negotiations", "", 4009
5012, "Rusty Daggers", 0, "", "Q5012 - Rusty Daggers", "", 0
3530, "Destroying the Dark Witnesses", 0, "Defeating the Dark Witnesses can only be accomplished by killing the Hagraven, Uela. Some of the Wyrd Sisters up near Jackdaw Cove have been searching for where Uela is hiding, but they need help.", "Destroying the Dark Witnesses", "", 0
6281, "Swamp Jelly Sonata", 0, "An eccentric Argonian by the name of <<1>> asked me to help her fulfill a dream of hers, somehow involving creatures called swamp jellies.", "Q6281 00 Swamp Jelly", "", 0
5964, "A Web of Troubles", 0, "Lady Clarisse Laurent and her man-servant Stibbons, along with a number of research assistants on loan from the Mages Guild, have been studying the ruins of Bal Fell. Now, everyone but Lady Laurent has disappeared.", "Q5964 WebOfTroubles", "", 0
3587, "Delaying the Daggers", 0, "<<1>> asked me to help slow the Covenant's siege of Davon's Watch.", "Delaying the Daggers", "Stonefalls", 41
3566, "Kingdom in Mourning", 0, "King Fahara'jad has informed me of dire circumstances in Bangkorai. King Eamond is dead and the Reachmen are marching on the kingdom's capital of Evermore. He has asked me to go there and try to rally the city's defenses.", "Kingdom in Mourning", "Bangkorai", 92
3595, "Wayward Son", 0, "Furon is worried that his brother Giron has joined a \"circle of mages.\" He wants my help to understand what they're doing.", "Wayward Son", "", 0
3574, "Demo OR Quest", 0, "I met a man who had a wife, said he would keep her all his life. The one day he met a girl.", "Demo OR Quest", "", 0
4968, "Caring for Kwama", 0, "", "Q4968 Caring for Kwama", "", 0
5301, "Pledge: Tempest Island", 5, "Glirion the Redbeard of the Undaunted has challenged me to explore Tempest Island, a storm-tossed outcropping off the coast of Malabal Tor.", "Q5301 Pledge TempestIsland", "", 0
3585, "Legacy of the Ancestors", 0, "", "Legacy of the Ancestors", "", 0
0, "", 0, "", "", "", 0
3588, "City Under Siege", 0, "Covenant forces have scaled the walls of Davon's Watch. Now they're threatening to take the city from within its walls. Tanval's ritual may be our only hope to end the assault.", "City Under Siege", "Stonefalls", 41
4417, "Bloodied Waters", 0, "Imperial archers are preventing rebel troops from crossing the river.", "Bloodied Waters", "", 0
5307, "Pledge: Selene's Web", 5, "Glirion the Redbeard of the Undaunted has challenged me to explore Selene's Web, a spider-haunted grove in Reaper's March.", "Q5307 Pledge Selene's Web", "", 0
3589, "Quiet the Ringing Bell", 0, "With the Covenant driven from Davon's Watch, <<1>> has asked me to return the living weapon known as Balreth to its cell.", "Quiet the Ringing Bell", "Stonefalls", 41
3590, "Through the Aftermath", 0, "The remnants of a broken siege lie outside Davon's Watch, broken by the appearance of an army of ghosts. A sergeant at the front, a Nord named Rhorlak, has asked me to decide how best to deal with the spirits.", "Through the Aftermath", "", 0
4486, "Down the Skeever Hole", 0, "With the Colovians removed from the village, Captain Odreth has planned a counterattack with his Rangers. We are to use a secret tunnel to gain access to the Colovian camp and take them out.", "Down the Skeever Hole", "", 0
3591, "The Venom of Ahknara", 0, "Covenant troops have killed Captain Hjolm of Fort Arand, and they're threatening the safety of the recruits within the fort. Captain Llaari hatched a plan to respond to the threat.", "The Venom of Ahknara", "", 0
3592, "Proving Trust", 0, "A volcanic eruption and an infestation of shalks have devastated the town of Senie. The townsfolk are wounded, but distrust between Dark Elves and Argonians delay efforts to heal them.", "Proving Trust", "", 3885
4246, "Deception in the Dark", 5, "", "DUN-WS Deception in the Dark", "", 0
3594, "Enslaved in Death", 0, "Even though they're dead, Ix-Utha's Argonian brethren still act as slaves to the risen Chimer. They've returned to serve their cruel spectral masters.", "Enslaved in Death", "", 0
5588, "Memories of Youth", 3, "<<1>> runs a finder's business and uses the Thieves Guild to track down his quarries. Helping him will surely reflect well on your skill as a thief, and be lucrative to boot.", "Finder Daily - Memories of You", "", 0
3597, "Generic Escort Quest", 0, "", "Generic Escort Quest", "", 0
3598, "Giving for the Greater Good", 0, "<<1>> is grateful the dead have been put to rest. She wants to give of herself to restore the Starved Plain. She's proposed a sacrifice from herself and her students that will allow plants to grow again on the plain.", "Giving for the Greater Good", "", 0
3600, "Oath Breaker", 0, "", "Oath Breaker", "", 0
3602, "Percussive Ranching", 0, "<<1>> lost most of his kwama in a mine collapse. He asked me to help round up the survivors and convince them to return home.", "Percussive Ranching", "", 0
5471, "Thicker Than Water", 0, "<<1>> continues to restore the long-lost reputation of Orc cuisine. She needs additional rare ingredients for a special dessert.", "Q5471 Thicker Than Water", "", 0
3604, "Challenge the Tide", 0, "Svanhildr wants to break the Oathbound offensive once and for all.", "Challenge the Tide", "", 0
5974, "A Masterful Plate", 4, "", "Q5974-MASTER HEAVY", "", 0
3605, "Ritual of Anguish", 0, "I encountered a tormented Dark Elf spirit in the Orc camp at Malak's Maw. She asked for aid in easing her torment.", "Ritual of Anguish", "", 0
3608, "The Medallions of Saint Veloth", 0, "Healer Ravel asked me to collect Saint Veloth medallions. As long as the monks are allowed to pray in peace, the medallions allow the power of the Tear of Saint Veloth to keep the Llodos plague in check on whoever wears one.", "The Medallions of Saint Veloth", "", 0
6298, "Puzzle Test Switches", 0, "", "EQ PuzzleTest01", "", 0
3612, "The Naked Nord", 0, "I met a confused Nord named Norgred on the road outside of Quarantine Serk. He said he was escorting a witch. Apparently, she turned on him and stole a valuable axe. He's anxious to get it back.", "The Naked Nord", "", 0
3616, "Rending Flames", 0, "I awakened the spirit of an ancient Dark Elf scribe named Mavos Siloreth. Mavos's spirit can't remember how he bound Balreth in the original ceremony. To help me, he's going to perform a ritual and show me a vision of the past.", "Rending Flames", "Stonefalls", 41
3617, "Quieting a Heart", 0, "Bala, an Ashlander, is searching for her deceased lover, Eanen Varam. In life, he was part of House Dunmer, so their status kept them apart. They promised each other to unite in death, but now, she can't find his tomb.", "Quieting a Heart", "", 0
3977, "To Vernim Woods", 0, "A scout sent by Centurion Gjakil has found me near Fallowstone Hall. The scout reports Reachmen movement near <<1>>.", "Q3977 To Vernim Wood", "", 0
5037, "Stem the Tide", 0, "Covenant soldiers are massing within Softloam Cavern. It won't be long before they have the numbers to launch an attack on Kragenmoor and the rest of Stonefalls.", "Q5037 Stem the Tide", "", 0
3618, "To Ash Mountain", 0, "I've learned all I can at Othrenis. Onuja says that Balreth is somewhere near Ash Mountain. <<1>> has led many Pact soldiers there with hopes of containing the Brother of Strife.", "To Ash Mountain", "Stonefalls", 41
4610, "The Army of Meridia", 0, "I need to rebuild my army if we're going to have any chance of confronting Molag Bal and stopping the Planemeld. The mysterious Groundskeeper suggests I rescue as many people as I can and send them to the Hollow City.", "The Army of Meridia", "Coldharbour", 347
3981, "To Taarengrav", 0, "Netapatuu fears the Worm Cult may try to enslave Valdur's spirit, much as they tried with Hakra's.", "To Taarengrav", "The Rift", 103
3622, "The Brothers Will Rise", 0, "<<1>> sent me into a deep vision with the help of an ancient ritual site. In this vision of the past, I should be able to interact with Balreth and Sadal. Then I can learn how the Brothers of Strife were born.", "The Brothers Will Rise", "", 0
5097, "The Beast Pits", 0, "", "The Beast Pits", "", 0
3624, "The Saving of Silent Mire", 0, "Leel-Vata asked me to rescue the captured Argonian villagers from the Khajiiti pirates.", "The Saving of Silent Mire", "", 0
4278, "A Village Awakened", 0, "<<1>> senses that a powerful Daedra has wrested control of the animals. As long as the Daedra remains, Merormo won't free the villagers.", "Q4278 A Village Awakened", "", 0
3626, "Protecting the Hall", 0, "The lands of the mighty Hrogar are overrun with Goblins and spiders. The Nord has lost many men to the beasts, and he's under siege.", "Protecting the Hall", "", 0
3632, "Breaking Fort Virak", 0, "The Covenant has seized Fort Virak. They're serving under the command of General Serien. The Pact's army-led by the Indorils, <<1>>, and Walks-in-Ash-has besieged the fort in an attempt to retake it.", "Breaking Fort Virak", "", 0
5624, "Contract: Alik'r Desert", 3, "I accepted one of the Dark Brotherhood's murder-for-hire contracts. There are no stipulations regarding methods or timing, so I may execute the target at my discretion.", "DB-CON AL-SN Palace", "", 0
3633, "Evening the Odds", 0, "I've infiltrated the ruins beneath Fort Virak. <<1>> asked me to help secure our foothold within the fort's main courtyard.", "Evening the Odds", "Stonefalls", 41
3634, "The General's Demise", 0, "Fort Virak is ours. All that remains is to kill General Serien, the leader of the Covenant forces in Stonefalls.", "The General's Demise", "Stonefalls", 41
4209, "Teldur's End", 0, "Teldur has kidnapped Canonreeve Valano and taken him into the manor.", "Q4209 Teldur's End", "", 0
3635, "City at the Spire", 0, "<<1>> warned me that Tanval will likely try to release the second Brother of Strife from Tormented Spire. To ascend the spire I'll need to speak to the grandmaster of House Dres in Kragenmoor.", "City at the Spire", "Stonefalls", 41
3637, "Godrun's Dream", 0, "The Omen of Betrayal failed to manipulate General Godrun into attacking Wayrest, but has now trapped General Godrun within his dream. Abbot Durak has asked me to enter the dream and kill the Omen to save Godrun.", "Q3637 Godrun's Dream", "Stormhaven", 19
6209, "Kill 40 Enemy Players", 7, "Grand Warlord Zimmeron has authorized a bonus for any Pact soldier who slays 40 enemy combatants.", "Kill 40 players Pact", "", 0
3643, "What Was Done Must Be Undone", 0, "I've helped the survivors at Heimlyn Keep. Now I need to end the curse. Its mystical corruption emanates from a Telvanni reliquary.", "What Was Done Must Be Undone", "", 0
4482, "Rat Problems", 0, "<<1>> has been having problems with rats down his well.", "Q4482 Rat Problems", "Glenumbra", 3
4857, "The Concealing Veil", 0, "Verandis completed his research and discovered that his missing memories lead to an ancient ruin in the Lorkrata Hills. He needs my help to discover the secret hidden within the ruins.", "The Concealing Veil", "Glenumbra", 3
3645, "The Sapling", 0, "<<1>> fears for the survival of the Hist Tree the Argonians transplated from Black Marsh to Ebonheart. He thinks the Dark Elves of House Dres poisoned it, so he wants to fertilize it to encourage its growth.", "The Sapling", "", 0
5244, "Pledge: Banished Cells I", 5, "Maj al-Ragath of the Undaunted has challenged me to delve the Banished Cells beneath Auridon.", "Q5244 Pledge Banished Cells I", "", 0
3646, "An Unwanted Twin", 0, "A frightened soldier on the road told me about a slave revolt at Sathram Plantation. Ulov Stormwall led troops to the plantation, intending to suppress the revolt. Mysterious circumstances induced him to turn his blade on his own troops.", "An Unwanted Twin", "", 0
3648, "A Story Told in Footprints", 0, "I found a note on a dead Khajiit with plans for the riot. Apparently, the riot started with fires, followed by the freeing of prisoners.", "A Story Told in Footprints", "", 0
5069, "The Warrior's Call", 0, "I met a strange Imperial who was being held captive by the Daggerfall Covenant. He believes he knows how to defeat the cursed army of Anka-Ra that has laid siege to Craglorn since the Celestials appeared.", "[OLD] CL The Warrior's Call", "", 0
5248, "Pledge: Fungal Grotto II", 5, "Maj al-Ragath of the Undaunted has challenged me to brave Fungal Grotto in the caverns beneath Stonefalls.", "Q5248 Pledge Fungal Grotto II", "", 0
3650, "Cold-Blooded Vengeance", 0, "An extremely angry Argonian named Azeenus has asked me to seek vengeance against the Khajiiti pirates in his name.", "Cold-Blooded Vengeance", "", 0
6345, "Dragon Lore: Stormcrag Crypt", 0, "Dragons have not been seen in Tamriel for generations, and the Khajiit are unsure how best to fight against them. The ancient Nords recorded Dragon fighting techniques on scrolls they keep in their crypts. I need to find these scrolls.", "EQTR7 FindTablet", "", 0
3651, "The Trial of the Ghost Snake", 0, "Farseer Bodani has placed the fate of Raston Vendil in my hands. I agreed to undertake a trial and see if the Ghost Snake will counsel me on this matter.", "The Trial of the Ghost Snake", "", 0
3652, "Fighting Back", 0, "Minister Ralden and Giron are missing. Advisor Varon believes that Giron is working with the Maulborn and has abducted Ralden.", "Fighting Back", "Deshaan", 57
4481, "Small Town Problems", 0, "Clanmother Shuzura has apparently been very hard on her assistants. There are problems in the little town of S'ren-ja. Perhaps I can help out.", "Q4481 Small Town Problems", "Glenumbra", 3
3656, "Search and Rescue", 0, "Noxious fumes have leaked into Deepcrag Den, a kwama mine. The workers fell ill and the normally docile kwama became enraged.", "Search and Rescue", "", 0
4116, "Snow and Flame", 0, "Fildgor the usurper fled to the ancient dragonshrine of Skuldafn to steal Queen Nurnhilde's spirit and force the Crown of Freydis to recognize him. I need to stop him.", "Snow and Flame", "Eastmarch", 101
3658, "A Timely Matter", 0, "I agreed to help Madras rescue the missing villagers. However, I need to prove myself to him before he'll tell me where they're being held.", "A Timely Matter", "", 0
5891, "Falkreath's Demise", 5, "Falkreath Hold is under siege by an army of Reachmen and minotaurs. It may well fall without outside intervention, and soon.", "DUN-FD Falkreath's Demise", "", 0
3660, "Hiding in Plain Sight", 0, "Councilor Ralden and Giron are missing, along with many villagers. Varon Davel believes Giron is working with the Maulborn. Apparently, Giron abducted Ralden. I need to find them before it's too late.", "Hiding in Plain Sight", "Deshaan", 57
3661, "Mechanical Murder", 0, "I came across the wreckage of a trade caravan on the road between Mournhold and Narsis. Attacks on caravans don't usually occur this close to Mournhold, and the presence of a Dwarven construct makes this incident even more unusual.", "Mechanical Murder", "", 0
3662, "A Bit of Sport", 0, "The Covenant landed west of Ebonheart, but a band of Nord sawyers have refused to join the general defense. They sneeringly refer to the town's Dark Elves as \"fancy lads.\"", "A Bit of Sport", "", 0
5515, "Free Spirits", 0, "The vile sorcerer, Gorlar the Dark, continues to terrorize the people of Wrothgar. He has raised countless Orcs as undead thralls and trapped their spirits in Mundus. I must set their spirits free and put this necromancer to the sword.", "Q5515 Free Spirits", "", 0
3663, "That Which Matters Most", 0, "House Dres raiders and Dwarven constructs attacked a caravan carrying valuable cargo. The House Hlaalu noble who sponsored this caravan will want it back.", "That Which Matters Most", "", 0
3666, "Rules and Regulations", 0, "General Gavryn Redoran is acting erratically and completely out of character. Something has changed. I get the impression that Tal'Deic Fortress is in some kind of trouble.", "Rules and Regulations", "Glenumbra", 3
5535, "A Double Life", 3, "<<1>> asked me for help in dealing with a personal matter.", "Q5535 Quen PQ1 A Double Life", "", 0
3667, "Night of the Soul", 0, "The Dunmer of Ebonheart have turned to <<1>> for comfort in the face of an expected assault by Covenant forces. Disciple Sildras, however, believes the Tribunal has rejected the town. His gloom is affecting the citizens' morale.", "Night of the Soul", "", 0
